,image_id,question_id,question_type,question,answers,multiple_choice_answer,answer_type_x,pid,output,answer_similarity,correct_x,model,condition,meta_model,﻿question_num,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,answer_original,answer_raw,answer_normalized,gt_answers,visual_gt,answer_type_y,correct_y,mean_answer_similarity,mean_answer_similarity_blind,mean_answer_similarity_inst blind,mean_correct,mean_correct_blind,mean_correct_inst blind,MG,inst_acc,human_correct,model_correct,new_question_type,cc_quadrant
10,COCO_val2014_000000358268.jpg,358268007,what,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What game is represented in the hands of the man on the left? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'wii', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'remote', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'wii', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'bowling', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'wii', 'answer_confidence': 'maybe', 'answer_id': 10}]",wii,other,28.0,Piano,32.6,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,other,0.0,100.0,29.99,28.82,100.0,0.0,0.0,100.0,0.0,1.0,0.0,Attribute/Object,Human-Only
11,COCO_val2014_000000119802.jpg,119802000,do,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Do any cars have their lights on? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': '2', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': '2', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,29.0,yes,100.0,100.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,75.0,100.0,76.06,82.41,100.0,10.0,40.0,60.0,30.0,1.0,1.0,Yes/No,Shared Correct
12,COCO_val2014_000000578093.jpg,578093003,is this a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this a boathouse? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,30.0,No,100.0,100.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,70.0,100.0,100.0,92.02000000000001,100.0,100.0,70.0,30.0,-30.0,1.0,1.0,Yes/No,Shared Correct
13,COCO_val2014_000000098658.jpg,98658002,is there a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is there a passenger in the truck? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,31.0,Yes,100.0,100.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,40.0,97.34,76.06,85.07000000000001,90.0,10.0,50.0,40.0,40.0,1.0,1.0,Yes/No,Shared Correct
14,COCO_val2014_000000068993.jpg,68993002,is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the snow melting, or still falling? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'melting', 'answer_confidence': 'yes', 'answer_id': 10}]",melting,other,33.0,still falling,24.3,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,other,35.0,92.49,60.98,76.6,90.0,40.0,70.0,20.0,30.0,1.0,1.0,Yes/No,Shared Correct
15,COCO_val2014_000000434089.jpg,434089002,is this an,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this an old goat? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'maybe', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,34.0,No,73.4,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,35.0,100.0,76.06,81.38000000000001,100.0,10.0,30.0,70.0,20.0,1.0,1.0,Yes/No,Shared Correct
16,COCO_val2014_000000133515.jpg,133515003,what is on the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What is on the table? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'purse', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'papers', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'stuff', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'tissue', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'bags, stuff', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'purse kleenex plastic bag notebook', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'bag', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'purse', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'stuff', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'kleenex', 'answer_confidence': 'maybe', 'answer_id': 10}]",purse,other,37.0,book,38.5,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,other,1.6649999999999998,37.95,46.410000000000004,47.33,19.979999999999997,0.0,0.0,19.979999999999997,0.0,1.0,0.0,Attribute/Object,Human-Only
17,COCO_val2014_000000096638.jpg,96638000,is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is the photo colored? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,38.0,Yes,73.4,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,40.0,100.0,97.34,90.28,100.0,90.0,70.0,30.0,-20.0,1.0,1.0,Yes/No,Shared Correct
18,COCO_val2014_000000175535.jpg,175535001,is there,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is there lettuce on the plate? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}]",yes,yes/no,39.0,no,73.4,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,70.0,100.0,73.4,74.77000000000001,100.0,0.0,10.0,90.0,10.0,1.0,1.0,Yes/No,Shared Correct
19,COCO_val2014_000000304044.jpg,304044004,where is the,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Where is the school bus going? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'away', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'hood', 'answer_confidence': 'no', 'answer_id': 2}, {'answer': 'right', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'down street', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'school', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'school', 'answer_confidence': 'maybe', 'answer_id': 6}, {'answer': 'to pick up students', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'school', 'answer_confidence': 'maybe', 'answer_id': 8}, {'answer': 'to school', 'answer_confidence': 'maybe', 'answer_id': 9}, {'answer': 'straight', 'answer_confidence': 'yes', 'answer_id': 10}]",school,other,40.0,to school,78.7,33.3,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,other,81.66499999999999,58.17999999999999,84.32000000000001,93.61,49.989999999999995,66.66,79.99,-30.0,13.330000000000002,1.0,1.0,Other,Shared Correct
20,COCO_val2014_000000301305.jpg,301305003,none of the above,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Does anyone have on glasses? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,43.0,Yes,73.4,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,15.0,97.34,97.34,85.88,90.0,90.0,60.0,30.0,-30.0,1.0,1.0,Other,Shared Correct
21,COCO_val2014_000000364725.jpg,364725009,is this a,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: Is this a puppy? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 2}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 3}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 4}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 5}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'no', 'answer_confidence': 'yes', 'answer_id': 10}]",no,yes/no,45.0,no,100.0,100.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,yes/no,50.0,100.0,97.34,94.67999999999999,100.0,90.0,80.0,20.0,-10.0,1.0,1.0,Yes/No,Shared Correct
22,COCO_val2014_000000135275.jpg,135275001,what,"
Note: No images are provided. For each question, imagine an appropriate image exists and answer based on the most common or universal scenario.
Question: What does yellow of the road mean? Answer the question using a single word or phrase. 
Answer:","[{'answer': 'fire lane', 'answer_confidence': 'yes', 'answer_id': 1}, {'answer': 'middle', 'answer_confidence': 'maybe', 'answer_id': 2}, {'answer': 'no parking', 'answer_confidence': 'maybe', 'answer_id': 3}, {'answer': 'caution', 'answer_confidence': 'maybe', 'answer_id': 4}, {'answer': 'slow', 'answer_confidence': 'maybe', 'answer_id': 5}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 6}, {'answer': 'median', 'answer_confidence': 'yes', 'answer_id': 7}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 8}, {'answer': 'curb', 'answer_confidence': 'yes', 'answer_id': 9}, {'answer': 'caution', 'answer_confidence': 'yes', 'answer_id': 10}]",caution,other,47.0,road,27.5,0.0,InternVL 3.5 (1B),inst blind,open-source model,,,,,,,,,,,,other,25.0,59.739999999999995,64.86,90.17,56.660000000000004,50.0,80.0,-23.34,30.0,1.0,1.0,Attribute/Object,Shared Correct
