,hqid,qid,category,l2_category,question,answer,correct,Timestamp,subj,Score,question_hm,answer_hm
10,0,664,instance reasoning,single-instance reasoning,"Where is the woman's blue bag located in the image?
Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",B,False,2025-11-11 20:35:43.975,Kathy,0,"Where is the woman's blue bag located in the image?
 Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",A
11,0,664,instance reasoning,single-instance reasoning,"Where is the woman's blue bag located in the image?
Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",B,False,2025-11-13 17:20:30.179,JMG,0,"Where is the woman's blue bag located in the image?
 Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",C
12,0,664,instance reasoning,single-instance reasoning,"Where is the woman's blue bag located in the image?
Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",B,False,2025-11-14 21:27:23.659,조희승,0,"Where is the woman's blue bag located in the image?
 Options: A: In her hand, B: On her shoulder, C: On the ground, D: Inside the man's bag",A
13,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-04 16:37:21.079,Winnie,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",D
14,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-04 16:55:47.964,JJH,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",A
15,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-04 17:09:00.783,Lee,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",A
16,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,True,2025-11-04 17:16:55.232,성민석,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",B
17,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-04 18:35:45.170,EJ,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",C
18,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-04 19:47:12.130,배재형,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",D
19,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,True,2025-11-05 00:48:32.876,박지윤,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",B
20,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-05 01:48:20.004,박호조,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",A
21,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-10 18:47:19.220,J,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",A
22,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,True,2025-11-11 15:27:53.412, KDY,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",B
23,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-11 20:35:43.975,Kathy,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",A
24,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,False,2025-11-13 17:20:30.179,JMG,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",D
25,1,6,coarse perception,image emotion,"What feeling is shown in this image?
Options: A: engaged, B: lonely, C: angry, D: supportive",B,True,2025-11-14 21:27:23.659,조희승,0,"What feeling is shown in this image?
 Options: A: engaged, B: lonely, C: angry, D: supportive",B
26,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-04 16:37:21.079,Winnie,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",B
27,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,True,2025-11-04 16:55:47.964,JJH,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D
28,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,True,2025-11-04 17:09:00.783,Lee,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D
29,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,True,2025-11-04 17:16:55.232,성민석,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D
30,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,True,2025-11-04 18:35:45.170,EJ,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D
31,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-04 19:47:12.130,배재형,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",A
32,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-05 00:48:32.876,박지윤,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",A
33,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-05 01:48:20.004,박호조,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",C
34,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-10 18:47:19.220,J,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",B
35,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-11 15:27:53.412, KDY,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",A
36,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,True,2025-11-11 20:35:43.975,Kathy,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D
37,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-13 17:20:30.179,JMG,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",B
38,2,662,instance reasoning,single-instance reasoning,"Where is the rug in the living room located?
Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",D,False,2025-11-14 21:27:23.659,조희승,0,"Where is the rug in the living room located?
 Options: A: Next to the door, B: Under the table, C: In front of the window, D: Under the couch",B
39,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-04 16:37:21.079,Winnie,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",C
40,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-04 16:55:47.964,JJH,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",D
41,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,True,2025-11-04 17:09:00.783,Lee,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",B
42,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-04 17:16:55.232,성민석,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",A
43,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-04 18:35:45.170,EJ,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",A
44,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-04 19:47:12.130,배재형,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",C
45,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-05 00:48:32.876,박지윤,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",A
46,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-05 01:48:20.004,박호조,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",A
47,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,True,2025-11-10 18:47:19.220,J,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",B
48,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-11 15:27:53.412, KDY,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",C
49,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-11 20:35:43.975,Kathy,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",A
50,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,False,2025-11-13 17:20:30.179,JMG,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",D
51,3,773,logical reasoning,common reasoning,"Is there a teddy bear in the image?
Options: A: Can't tell, B: No, C: Yes, D: Maybe",B,True,2025-11-14 21:27:23.659,조희승,0,"Is there a teddy bear in the image?
 Options: A: Can't tell, B: No, C: Yes, D: Maybe",B
52,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-04 16:37:21.079,Winnie,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
53,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-04 16:55:47.964,JJH,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",A
54,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,True,2025-11-04 17:09:00.783,Lee,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",D
55,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-04 17:16:55.232,성민석,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
56,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-04 18:35:45.170,EJ,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
57,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-04 19:47:12.130,배재형,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
58,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,True,2025-11-05 00:48:32.876,박지윤,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",D
59,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-05 01:48:20.004,박호조,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
60,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-10 18:47:19.220,J,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
61,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-11 15:27:53.412, KDY,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
62,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-11 20:35:43.975,Kathy,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
63,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-13 17:20:30.179,JMG,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
64,4,774,logical reasoning,common reasoning,"The object shown in this figure:
Options: A: Is a metallic element that is essential for life and commonly used in construction and manufacturing, B: Has a relatively low melting point of around 1,538°C, C: Is the most abundant element by mass in Earth's core, D: All of these options are correct.",D,False,2025-11-14 21:27:23.659,조희승,0,"What is the relationship between the people in the image?
 Options: A: commercial, B: professional, C: friends, D: family",C
65,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-04 16:37:21.079,Winnie,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",A
66,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-04 16:55:47.964,JJH,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",A
67,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-04 17:09:00.783,Lee,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",B
68,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,True,2025-11-04 17:16:55.232,성민석,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",C
69,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-04 18:35:45.170,EJ,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",D
70,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-04 19:47:12.130,배재형,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",A
71,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,True,2025-11-05 00:48:32.876,박지윤,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",C
72,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,True,2025-11-05 01:48:20.004,박호조,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",C
73,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-10 18:47:19.220,J,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",B
74,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,True,2025-11-11 15:27:53.412, KDY,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",C
75,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,True,2025-11-11 20:35:43.975,Kathy,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",C
76,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-13 17:20:30.179,JMG,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",A
77,5,1150,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the minimum age group shown in the ‘plots’?
Choices:
(A) 11-15
(B) 21-25
(C) 0-5
(D) 16-20",C,False,2025-11-14 21:27:23.659,조희승,0,"In the picture, which direction is the baby facing?
 Options: A: left, B: right, C: up, D: down",A
78,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-04 16:37:21.079,Winnie,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",A
79,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-04 16:55:47.964,JJH,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",D
80,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,True,2025-11-04 17:09:00.783,Lee,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",C
81,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-04 17:16:55.232,성민석,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",B
82,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-04 18:35:45.170,EJ,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",D
83,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-04 19:47:12.130,배재형,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",B
84,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-05 00:48:32.876,박지윤,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",A
85,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,False,2025-11-05 01:48:20.004,박호조,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",A
86,6,1162,math,statistical reasoning,"Hint: Please answer the question and provide the correct option letter, e.g., A, B, C, D, at the end.
Question: What is the value of the smallest individual bar in the whole chart?
Choices:
(A) -18
(B) 8
(C) -8
(D) -4",C,True,2025-11-10 18:47:19.220,J,0,"What will happen next?
 Options: A: the kid is gonna slide through, B: the kid is gonna crash into the other kid, C: the other kid is gonna dodge, D: both A,B, and C",C
