,﻿question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type,new_question_type,processed_ans
283,280,153782000,No.,0.5,3.77,2025-11-25T14:35:21.057844,6b3a1a8d_20251125_135446,Is this a 3-D photo?,yes/no,아니오,No.,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
278,280,153782000,No.,1.0,3.33,2025-11-26T09:05:36.551345,218b2db5_20251126_084136,Is this a 3-D photo?,yes/no,아니오,No.,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
284,280,153782000,no,0.25,5.26,2025-12-04T21:44:03.445962,73df43f3_20251204_210431,Is this a 3-D photo?,yes/no,아니요,no,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
286,280,153782000,No.,0.5,3.41,2025-12-09T14:59:14.963600,9c5d09f3_20251209_121033,Is this a 3-D photo?,yes/no,아니오,No.,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
288,280,153782000,no,0.75,3.85,2025-12-12T00:12:35.565508,a5909497_20251211_232822,Is this a 3-D photo?,yes/no,아니요,no,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
287,280,153782000,no,1.0,2.3,2025-12-10T19:45:00.602132,825ff3e9_20251210_192335,Is this a 3-D photo?,yes/no,,no,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
292,280,153782000,No.,0.25,4.21,2025-11-25T20:59:36.232415,d1548553_20251125_202324,Is this a 3-D photo?,yes/no,아니오,No.,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
290,280,153782000,No.,0.75,3.24,2025-11-28T22:57:19.390488,dd0f9986_20251128_222537,Is this a 3-D photo?,yes/no,아니오,No.,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
293,280,153782000,no,0.5,4.47,2025-12-05T15:34:40.949471,2e184452_20251205_141511_cleaned,Is this a 3-D photo?,yes/no,,no,no,66.66666666666666,0.7868699550628662,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,no
289,280,153782000,I don't know.,0.5,6.07,2025-11-27T20:02:46.340866,b9b2cb98_20251127_193952,Is this a 3-D photo?,yes/no,모릅니다.,I don't know.,i dont know,0.0,0.2520841956138611,"['yes', 'no', 'yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is this a,Yes/No,i don't know
