file,model,dataset,condition,accuracy,correct,total,by_category
InternVL3_5-8B_vqa_5k_inst_blind.jsonl,OpenGVLab/InternVL3_5-8B,vqa_5k,_inst_blind,0.336,1680,5000,"{'what are': {'accuracy': 0.16216216216216217, 'correct': 6, 'total': 37}, 'what is the': {'accuracy': 0.15503875968992248, 'correct': 40, 'total': 258}, 'is this a': {'accuracy': 0.5857988165680473, 'correct': 99, 'total': 169}, 'is': {'accuracy': 0.5507246376811594, 'correct': 38, 'total': 69}, 'how many': {'accuracy': 0.204, 'correct': 102, 'total': 500}, 'is the': {'accuracy': 0.5813397129186603, 'correct': 243, 'total': 418}, 'does the': {'accuracy': 0.5875, 'correct': 47, 'total': 80}, 'what is': {'accuracy': 0.11875, 'correct': 19, 'total': 160}, 'what': {'accuracy': 0.1457142857142857, 'correct': 51, 'total': 350}, 'what color is the': {'accuracy': 0.2765273311897106, 'correct': 86, 'total': 311}, 'none of the above': {'accuracy': 0.43434343434343436, 'correct': 86, 'total': 198}, 'are these': {'accuracy': 0.5466666666666666, 'correct': 41, 'total': 75}, 'what type of': {'accuracy': 0.10891089108910891, 'correct': 11, 'total': 101}, 'what color are the': {'accuracy': 0.323943661971831, 'correct': 23, 'total': 71}, 'are there': {'accuracy': 0.5492957746478874, 'correct': 39, 'total': 71}, 'what are the': {'accuracy': 0.11764705882352941, 'correct': 8, 'total': 68}, 'can you': {'accuracy': 0.7368421052631579, 'correct': 14, 'total': 19}, 'where are the': {'accuracy': 0.0, 'correct': 0, 'total': 28}, 'how': {'accuracy': 0.038461538461538464, 'correct': 2, 'total': 52}, 'what is on the': {'accuracy': 0.18181818181818182, 'correct': 10, 'total': 55}, 'how many people are': {'accuracy': 0.19444444444444445, 'correct': 7, 'total': 36}, 'is there a': {'accuracy': 0.6228070175438597, 'correct': 71, 'total': 114}, 'is the man': {'accuracy': 0.5972222222222222, 'correct': 43, 'total': 72}, 'is there': {'accuracy': 0.5256410256410257, 'correct': 41, 'total': 78}, 'are they': {'accuracy': 0.6333333333333333, 'correct': 19, 'total': 30}, 'where is the': {'accuracy': 0.0, 'correct': 0, 'total': 82}, 'is this': {'accuracy': 0.5894736842105263, 'correct': 112, 'total': 190}, 'who is': {'accuracy': 0.0, 'correct': 0, 'total': 29}, 'is he': {'accuracy': 0.4166666666666667, 'correct': 10, 'total': 24}, 'is that a': {'accuracy': 0.6842105263157895, 'correct': 13, 'total': 19}, 'what animal is': {'accuracy': 0.375, 'correct': 6, 'total': 16}, 'what kind of': {'accuracy': 0.12949640287769784, 'correct': 18, 'total': 139}, 'what brand': {'accuracy': 0.15, 'correct': 3, 'total': 20}, 'are': {'accuracy': 0.5471698113207547, 'correct': 29, 'total': 53}, 'was': {'accuracy': 0.44, 'correct': 11, 'total': 25}, 'what is the man': {'accuracy': 0.07462686567164178, 'correct': 5, 'total': 67}, 'what color': {'accuracy': 0.15, 'correct': 6, 'total': 40}, 'what is this': {'accuracy': 0.13953488372093023, 'correct': 6, 'total': 43}, 'why': {'accuracy': 0.024390243902439025, 'correct': 1, 'total': 41}, 'is it': {'accuracy': 0.6511627906976745, 'correct': 56, 'total': 86}, 'is the person': {'accuracy': 0.5333333333333333, 'correct': 8, 'total': 15}, 'what is the name': {'accuracy': 0.08, 'correct': 2, 'total': 25}, 'do you': {'accuracy': 0.29411764705882354, 'correct': 5, 'total': 17}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'does this': {'accuracy': 0.660377358490566, 'correct': 35, 'total': 53}, 'do': {'accuracy': 0.5806451612903226, 'correct': 18, 'total': 31}, 'what does the': {'accuracy': 0.047619047619047616, 'correct': 2, 'total': 42}, 'are the': {'accuracy': 0.6612903225806451, 'correct': 82, 'total': 124}, 'what color is': {'accuracy': 0.24242424242424243, 'correct': 8, 'total': 33}, 'what time': {'accuracy': 0.03125, 'correct': 1, 'total': 32}, 'which': {'accuracy': 0.13559322033898305, 'correct': 8, 'total': 59}, 'what is in the': {'accuracy': 0.13513513513513514, 'correct': 5, 'total': 37}, 'is this an': {'accuracy': 0.6666666666666666, 'correct': 12, 'total': 18}, 'are there any': {'accuracy': 0.5666666666666667, 'correct': 17, 'total': 30}, 'could': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'what is the woman': {'accuracy': 0.23529411764705882, 'correct': 4, 'total': 17}, 'what room is': {'accuracy': 0.1111111111111111, 'correct': 2, 'total': 18}, 'what is the person': {'accuracy': 0.047619047619047616, 'correct': 1, 'total': 21}, 'what sport is': {'accuracy': 0.23529411764705882, 'correct': 4, 'total': 17}, 'is the woman': {'accuracy': 0.5185185185185185, 'correct': 14, 'total': 27}, 'is this person': {'accuracy': 0.6153846153846154, 'correct': 8, 'total': 13}, 'has': {'accuracy': 0.42857142857142855, 'correct': 6, 'total': 14}, 'what is the color of the': {'accuracy': 0.42857142857142855, 'correct': 6, 'total': 14}, 'what number is': {'accuracy': 0.08333333333333333, 'correct': 1, 'total': 12}}"
Qwen3-0.6B_mmstar.jsonl,,mmstar,,0.2803738317757009,30,107,"{'coarse perception': {'accuracy': 0.2803738317757009, 'correct': 30, 'total': 107}}"
Qwen3-4B_spubench.jsonl,,spubench,,0.0,0,2368,"{'Unknown': {'accuracy': 0.0, 'correct': 0, 'total': 2368}}"
Qwen3-4B_vqa_1k.jsonl,,vqa_1k,,0.081,81,1000,"{'what is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'is the man': {'accuracy': 0.0, 'correct': 0, 'total': 9}, 'what is the': {'accuracy': 0.038461538461538464, 'correct': 2, 'total': 52}, 'is the': {'accuracy': 0.125, 'correct': 11, 'total': 88}, 'is this': {'accuracy': 0.075, 'correct': 3, 'total': 40}, 'does this': {'accuracy': 0.0, 'correct': 0, 'total': 14}, 'what is': {'accuracy': 0.03225806451612903, 'correct': 1, 'total': 31}, 'is': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'what': {'accuracy': 0.09523809523809523, 'correct': 8, 'total': 84}, 'none of the above': {'accuracy': 0.05405405405405406, 'correct': 2, 'total': 37}, 'what are': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'what color is': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'is the woman': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'how many': {'accuracy': 0.0, 'correct': 0, 'total': 85}, 'what type of': {'accuracy': 0.05263157894736842, 'correct': 1, 'total': 19}, 'what is in the': {'accuracy': 0.18181818181818182, 'correct': 2, 'total': 11}, 'what does the': {'accuracy': 0.06666666666666667, 'correct': 1, 'total': 15}, 'what is this': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'do': {'accuracy': 0.25, 'correct': 3, 'total': 12}, 'is this a': {'accuracy': 0.04878048780487805, 'correct': 2, 'total': 41}, 'is there a': {'accuracy': 0.19047619047619047, 'correct': 4, 'total': 21}, 'is this an': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'what is on the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'is there': {'accuracy': 0.23076923076923078, 'correct': 3, 'total': 13}, 'where is the': {'accuracy': 0.06666666666666667, 'correct': 1, 'total': 15}, 'why': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'what is the name': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'who is': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'are they': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'what kind of': {'accuracy': 0.08333333333333333, 'correct': 2, 'total': 24}, 'does the': {'accuracy': 0.21428571428571427, 'correct': 3, 'total': 14}, 'what color is the': {'accuracy': 0.05084745762711865, 'correct': 3, 'total': 59}, 'what color are the': {'accuracy': 0.0, 'correct': 0, 'total': 11}, 'what is the person': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'which': {'accuracy': 0.0, 'correct': 0, 'total': 14}, 'what color': {'accuracy': 0.08333333333333333, 'correct': 1, 'total': 12}, 'are the': {'accuracy': 0.23809523809523808, 'correct': 5, 'total': 21}, 'what is the man': {'accuracy': 0.0, 'correct': 0, 'total': 13}, 'why is the': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'what are the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'what is the color of the': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'are these': {'accuracy': 0.2727272727272727, 'correct': 3, 'total': 11}, 'where are the': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'could': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'is it': {'accuracy': 0.0, 'correct': 0, 'total': 15}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'can you': {'accuracy': 0.4, 'correct': 2, 'total': 5}, 'how many people are': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'what animal is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'has': {'accuracy': 0.5, 'correct': 1, 'total': 2}, 'are': {'accuracy': 0.3333333333333333, 'correct': 4, 'total': 12}, 'is that a': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'was': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'are there': {'accuracy': 0.1, 'correct': 1, 'total': 10}, 'do you': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'is he': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'are there any': {'accuracy': 0.1111111111111111, 'correct': 1, 'total': 9}, 'what time': {'accuracy': 0.0, 'correct': 0, 'total': 3}, 'what room is': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'is this person': {'accuracy': 0.0, 'correct': 0, 'total': 1}, 'is the person': {'accuracy': 0.0, 'correct': 0, 'total': 1}}"
Qwen3-4B_vqa_5k.jsonl,,vqa_5k,,0.07072691552062868,72,1018,"{'what are': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'what is the': {'accuracy': 0.125, 'correct': 7, 'total': 56}, 'is this a': {'accuracy': 0.021739130434782608, 'correct': 1, 'total': 46}, 'is': {'accuracy': 0.16666666666666666, 'correct': 2, 'total': 12}, 'how many': {'accuracy': 0.0, 'correct': 0, 'total': 112}, 'is the': {'accuracy': 0.056338028169014086, 'correct': 4, 'total': 71}, 'does the': {'accuracy': 0.21428571428571427, 'correct': 3, 'total': 14}, 'what is': {'accuracy': 0.06060606060606061, 'correct': 2, 'total': 33}, 'what': {'accuracy': 0.06060606060606061, 'correct': 6, 'total': 99}, 'what color is the': {'accuracy': 0.045454545454545456, 'correct': 3, 'total': 66}, 'none of the above': {'accuracy': 0.1891891891891892, 'correct': 7, 'total': 37}, 'are these': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'what type of': {'accuracy': 0.05263157894736842, 'correct': 1, 'total': 19}, 'what color are the': {'accuracy': 0.0, 'correct': 0, 'total': 9}, 'are there': {'accuracy': 0.375, 'correct': 6, 'total': 16}, 'what are the': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'can you': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'where are the': {'accuracy': 0.0, 'correct': 0, 'total': 3}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 12}, 'what is on the': {'accuracy': 0.1, 'correct': 1, 'total': 10}, 'how many people are': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'is there a': {'accuracy': 0.2, 'correct': 4, 'total': 20}, 'is the man': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'is there': {'accuracy': 0.125, 'correct': 2, 'total': 16}, 'are they': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'where is the': {'accuracy': 0.0, 'correct': 0, 'total': 18}, 'is this': {'accuracy': 0.1276595744680851, 'correct': 6, 'total': 47}, 'who is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'is he': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'is that a': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what animal is': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'what kind of': {'accuracy': 0.0, 'correct': 0, 'total': 28}, 'what brand': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'are': {'accuracy': 0.2857142857142857, 'correct': 4, 'total': 14}, 'was': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'what is the man': {'accuracy': 0.0, 'correct': 0, 'total': 13}, 'what color': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'what is this': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'why': {'accuracy': 0.0, 'correct': 0, 'total': 9}, 'is it': {'accuracy': 0.11764705882352941, 'correct': 2, 'total': 17}, 'is the person': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'what is the name': {'accuracy': 0.16666666666666666, 'correct': 1, 'total': 6}, 'do you': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 1}, 'does this': {'accuracy': 0.0, 'correct': 0, 'total': 9}, 'do': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'what does the': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'are the': {'accuracy': 0.14285714285714285, 'correct': 2, 'total': 14}, 'what color is': {'accuracy': 0.0, 'correct': 0, 'total': 9}, 'what time': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'which': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'what is in the': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'is this an': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'are there any': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'could': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'what is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 3}, 'what room is': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'what is the person': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'is this person': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'has': {'accuracy': 0.0, 'correct': 0, 'total': 3}}"
Qwen3-VL-2B-Instruct_mmstar.jsonl,Qwen/Qwen3-VL-2B-Instruct,mmstar,,0.5166666666666667,775,1500,"{'coarse perception': {'accuracy': 0.7, 'correct': 175, 'total': 250}, 'fine-grained perception': {'accuracy': 0.504, 'correct': 126, 'total': 250}, 'instance reasoning': {'accuracy': 0.608, 'correct': 152, 'total': 250}, 'logical reasoning': {'accuracy': 0.5, 'correct': 125, 'total': 250}, 'math': {'accuracy': 0.416, 'correct': 104, 'total': 250}, 'science & technology': {'accuracy': 0.372, 'correct': 93, 'total': 250}}"
Qwen3-VL-2B-Instruct_mmstar_blind.jsonl,Qwen/Qwen3-VL-2B-Instruct,mmstar,_blind,0.206,309,1500,"{'coarse perception': {'accuracy': 0.224, 'correct': 56, 'total': 250}, 'fine-grained perception': {'accuracy': 0.2, 'correct': 50, 'total': 250}, 'instance reasoning': {'accuracy': 0.224, 'correct': 56, 'total': 250}, 'logical reasoning': {'accuracy': 0.188, 'correct': 47, 'total': 250}, 'math': {'accuracy': 0.236, 'correct': 59, 'total': 250}, 'science & technology': {'accuracy': 0.164, 'correct': 41, 'total': 250}}"
Qwen3-VL-2B-Instruct_mmstar_inst_blind.jsonl,Qwen/Qwen3-VL-2B-Instruct,mmstar,_inst_blind,0.23866666666666667,358,1500,"{'coarse perception': {'accuracy': 0.22, 'correct': 55, 'total': 250}, 'fine-grained perception': {'accuracy': 0.264, 'correct': 66, 'total': 250}, 'instance reasoning': {'accuracy': 0.256, 'correct': 64, 'total': 250}, 'logical reasoning': {'accuracy': 0.272, 'correct': 68, 'total': 250}, 'math': {'accuracy': 0.264, 'correct': 66, 'total': 250}, 'science & technology': {'accuracy': 0.156, 'correct': 39, 'total': 250}}"
Qwen3-VL-2B-Instruct_spubench.jsonl,Qwen/Qwen3-VL-2B-Instruct,spubench,,0.7295373665480427,205,281,"{'Unknown': {'accuracy': 0.7295373665480427, 'correct': 205, 'total': 281}}"
Qwen3-VL-2B-Instruct_spubench_blind.jsonl,Qwen/Qwen3-VL-2B-Instruct,spubench,_blind,0.44166666666666665,1060,2400,"{'Unknown': {'accuracy': 0.44166666666666665, 'correct': 1060, 'total': 2400}}"
Qwen3-VL-2B-Instruct_spubench_inst_blind.jsonl,Qwen/Qwen3-VL-2B-Instruct,spubench,_inst_blind,0.35791666666666666,859,2400,"{'Unknown': {'accuracy': 0.35791666666666666, 'correct': 859, 'total': 2400}}"
Qwen3-VL-2B-Instruct_vqa_1k.jsonl,Qwen/Qwen3-VL-2B-Instruct,vqa_1k,,0.744,744,1000,"{'what is the woman': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'is the man': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what is the': {'accuracy': 0.7307692307692307, 'correct': 38, 'total': 52}, 'is the': {'accuracy': 0.9431818181818182, 'correct': 83, 'total': 88}, 'is this': {'accuracy': 0.85, 'correct': 34, 'total': 40}, 'does this': {'accuracy': 0.9285714285714286, 'correct': 13, 'total': 14}, 'what is': {'accuracy': 0.4838709677419355, 'correct': 15, 'total': 31}, 'is': {'accuracy': 0.6923076923076923, 'correct': 9, 'total': 13}, 'what': {'accuracy': 0.5714285714285714, 'correct': 48, 'total': 84}, 'none of the above': {'accuracy': 0.7567567567567568, 'correct': 28, 'total': 37}, 'what are': {'accuracy': 0.7, 'correct': 7, 'total': 10}, 'what color is': {'accuracy': 0.75, 'correct': 6, 'total': 8}, 'is the woman': {'accuracy': 1.0, 'correct': 3, 'total': 3}, 'how many': {'accuracy': 0.6823529411764706, 'correct': 58, 'total': 85}, 'what type of': {'accuracy': 0.5789473684210527, 'correct': 11, 'total': 19}, 'what is in the': {'accuracy': 0.45454545454545453, 'correct': 5, 'total': 11}, 'what does the': {'accuracy': 0.6, 'correct': 9, 'total': 15}, 'what is this': {'accuracy': 0.7, 'correct': 7, 'total': 10}, 'do': {'accuracy': 0.9166666666666666, 'correct': 11, 'total': 12}, 'is this a': {'accuracy': 0.926829268292683, 'correct': 38, 'total': 41}, 'is there a': {'accuracy': 0.9523809523809523, 'correct': 20, 'total': 21}, 'is this an': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'what is on the': {'accuracy': 0.6923076923076923, 'correct': 9, 'total': 13}, 'is there': {'accuracy': 1.0, 'correct': 13, 'total': 13}, 'where is the': {'accuracy': 0.26666666666666666, 'correct': 4, 'total': 15}, 'why': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'what is the name': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'who is': {'accuracy': 0.5, 'correct': 3, 'total': 6}, 'are they': {'accuracy': 1.0, 'correct': 6, 'total': 6}, 'what kind of': {'accuracy': 0.5833333333333334, 'correct': 14, 'total': 24}, 'does the': {'accuracy': 1.0, 'correct': 14, 'total': 14}, 'what color is the': {'accuracy': 0.864406779661017, 'correct': 51, 'total': 59}, 'what color are the': {'accuracy': 0.6363636363636364, 'correct': 7, 'total': 11}, 'what is the person': {'accuracy': 0.5, 'correct': 1, 'total': 2}, 'which': {'accuracy': 0.5, 'correct': 7, 'total': 14}, 'what color': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'are the': {'accuracy': 0.7619047619047619, 'correct': 16, 'total': 21}, 'what is the man': {'accuracy': 0.46153846153846156, 'correct': 6, 'total': 13}, 'why is the': {'accuracy': 0.4, 'correct': 2, 'total': 5}, 'what are the': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'what is the color of the': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'are these': {'accuracy': 1.0, 'correct': 11, 'total': 11}, 'where are the': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'could': {'accuracy': 0.8571428571428571, 'correct': 6, 'total': 7}, 'is it': {'accuracy': 1.0, 'correct': 15, 'total': 15}, 'how': {'accuracy': 0.125, 'correct': 1, 'total': 8}, 'can you': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'how many people are': {'accuracy': 0.5714285714285714, 'correct': 4, 'total': 7}, 'what animal is': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'has': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are': {'accuracy': 0.9166666666666666, 'correct': 11, 'total': 12}, 'is that a': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'was': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are there': {'accuracy': 1.0, 'correct': 10, 'total': 10}, 'do you': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'what number is': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'what sport is': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'is he': {'accuracy': 0.6666666666666666, 'correct': 2, 'total': 3}, 'how many people are in': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'are there any': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what time': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'what room is': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'is this person': {'accuracy': 1.0, 'correct': 1, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
Qwen3-VL-2B-Instruct_vqa_1k_blind.jsonl,Qwen/Qwen3-VL-2B-Instruct,vqa_1k,_blind,0.32,320,1000,"{'what is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'is the man': {'accuracy': 0.6666666666666666, 'correct': 6, 'total': 9}, 'what is the': {'accuracy': 0.07692307692307693, 'correct': 4, 'total': 52}, 'is the': {'accuracy': 0.6022727272727273, 'correct': 53, 'total': 88}, 'is this': {'accuracy': 0.625, 'correct': 25, 'total': 40}, 'does this': {'accuracy': 0.6428571428571429, 'correct': 9, 'total': 14}, 'what is': {'accuracy': 0.06451612903225806, 'correct': 2, 'total': 31}, 'is': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'what': {'accuracy': 0.13095238095238096, 'correct': 11, 'total': 84}, 'none of the above': {'accuracy': 0.4864864864864865, 'correct': 18, 'total': 37}, 'what are': {'accuracy': 0.1, 'correct': 1, 'total': 10}, 'what color is': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'is the woman': {'accuracy': 1.0, 'correct': 3, 'total': 3}, 'how many': {'accuracy': 0.27058823529411763, 'correct': 23, 'total': 85}, 'what type of': {'accuracy': 0.21052631578947367, 'correct': 4, 'total': 19}, 'what is in the': {'accuracy': 0.18181818181818182, 'correct': 2, 'total': 11}, 'what does the': {'accuracy': 0.0, 'correct': 0, 'total': 15}, 'what is this': {'accuracy': 0.1, 'correct': 1, 'total': 10}, 'do': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'is this a': {'accuracy': 0.43902439024390244, 'correct': 18, 'total': 41}, 'is there a': {'accuracy': 0.5238095238095238, 'correct': 11, 'total': 21}, 'is this an': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'what is on the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'is there': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'where is the': {'accuracy': 0.06666666666666667, 'correct': 1, 'total': 15}, 'why': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'what is the name': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'who is': {'accuracy': 0.0, 'correct': 0, 'total': 6}, 'are they': {'accuracy': 0.5, 'correct': 3, 'total': 6}, 'what kind of': {'accuracy': 0.16666666666666666, 'correct': 4, 'total': 24}, 'does the': {'accuracy': 0.7142857142857143, 'correct': 10, 'total': 14}, 'what color is the': {'accuracy': 0.11864406779661017, 'correct': 7, 'total': 59}, 'what color are the': {'accuracy': 0.18181818181818182, 'correct': 2, 'total': 11}, 'what is the person': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'which': {'accuracy': 0.07142857142857142, 'correct': 1, 'total': 14}, 'what color': {'accuracy': 0.16666666666666666, 'correct': 2, 'total': 12}, 'are the': {'accuracy': 0.6666666666666666, 'correct': 14, 'total': 21}, 'what is the man': {'accuracy': 0.07692307692307693, 'correct': 1, 'total': 13}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'what are the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'what is the color of the': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'are these': {'accuracy': 0.5454545454545454, 'correct': 6, 'total': 11}, 'where are the': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'could': {'accuracy': 0.5714285714285714, 'correct': 4, 'total': 7}, 'is it': {'accuracy': 0.6, 'correct': 9, 'total': 15}, 'how': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'can you': {'accuracy': 0.6, 'correct': 3, 'total': 5}, 'how many people are': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'what animal is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'has': {'accuracy': 0.5, 'correct': 1, 'total': 2}, 'are': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'is that a': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'was': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are there': {'accuracy': 0.6, 'correct': 6, 'total': 10}, 'do you': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'is he': {'accuracy': 0.6666666666666666, 'correct': 2, 'total': 3}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'are there any': {'accuracy': 0.4444444444444444, 'correct': 4, 'total': 9}, 'what time': {'accuracy': 0.0, 'correct': 0, 'total': 3}, 'what room is': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'is this person': {'accuracy': 0.0, 'correct': 0, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
